Občina,15 do 24 let,25 do 29 let,30 do 39 let,40 do 49 let,50 do 54 let,55 let ali več,Skupaj,month,year,"15-24
let","25-29
let","30-39
let","40-49
let","50-54
let","55 let
ali več"
LJUTOMER,54.0,52.0,79.0,82.0,71.0,172.0,510.0,OKT,2018,,,,,,
LOG - DRAGOMER,10.0,14.0,19.0,23.0,12.0,33.0,111.0,OKT,2018,,,,,,
LOGATEC,41.0,46.0,66.0,73.0,47.0,99.0,372.0,OKT,2018,,,,,,
LOŠKA DOLINA,10.0,7.0,21.0,14.0,10.0,40.0,102.0,OKT,2018,,,,,,
LOŠKI POTOK,7.0,8.0,12.0,6.0,4.0,13.0,50.0,OKT,2018,,,,,,
LOVRENC NA POHORJU,13.0,10.0,28.0,15.0,14.0,26.0,106.0,OKT,2018,,,,,,
LUČE,12.0,7.0,12.0,9.0,7.0,14.0,61.0,OKT,2018,,,,,,
LUKOVICA,10.0,17.0,22.0,32.0,13.0,37.0,131.0,OKT,2018,,,,,,
MAJŠPERK,12.0,18.0,26.0,18.0,9.0,23.0,106.0,OKT,2018,,,,,,
MAKOLE,9.0,7.0,16.0,7.0,8.0,18.0,65.0,OKT,2018,,,,,,
MARIBOR,556.0,719.0,1322.0,1116.0,688.0,1435.0,5836.0,OKT,2018,,,,,,
MARKOVCI,19.0,19.0,18.0,21.0,18.0,11.0,106.0,OKT,2018,,,,,,
MEDVODE,38.0,76.0,127.0,87.0,60.0,155.0,543.0,OKT,2018,,,,,,
MENGEŠ,21.0,33.0,51.0,35.0,22.0,65.0,227.0,OKT,2018,,,,,,
METLIKA,85.0,46.0,80.0,74.0,47.0,97.0,429.0,OKT,2018,,,,,,
MEŽICA,13.0,9.0,14.0,14.0,15.0,24.0,89.0,OKT,2018,,,,,,
MIKLAVŽ NA DRAVSKEM POLJU,34.0,34.0,51.0,45.0,21.0,68.0,253.0,OKT,2018,,,,,,
MIREN-KOSTANJEVICA,6.0,14.0,26.0,13.0,9.0,33.0,101.0,OKT,2018,,,,,,
MIRNA,4.0,6.0,9.0,9.0,14.0,17.0,59.0,OKT,2018,,,,,,
MIRNA PEČ,9.0,5.0,8.0,11.0,6.0,19.0,58.0,OKT,2018,,,,,,
MISLINJA,14.0,12.0,24.0,16.0,4.0,23.0,93.0,OKT,2018,,,,,,
MOKRONOG-TREBELNO,8.0,5.0,6.0,11.0,10.0,29.0,69.0,OKT,2018,,,,,,
MORAVČE,15.0,13.0,21.0,26.0,15.0,26.0,116.0,OKT,2018,,,,,,
MORAVSKE TOPLICE,31.0,29.0,46.0,47.0,35.0,94.0,282.0,OKT,2018,,,,,,
MOZIRJE,18.0,23.0,35.0,23.0,13.0,34.0,146.0,OKT,2018,,,,,,
MURSKA SOBOTA,118.0,128.0,218.0,211.0,139.0,288.0,1102.0,OKT,2018,,,,,,
MUTA,10.0,16.0,19.0,22.0,22.0,30.0,119.0,OKT,2018,,,,,,
NAKLO,6.0,12.0,20.0,27.0,12.0,29.0,106.0,OKT,2018,,,,,,
NAZARJE,20.0,15.0,16.0,13.0,15.0,23.0,102.0,OKT,2018,,,,,,
NOVA GORICA,65.0,123.0,212.0,181.0,92.0,280.0,953.0,OKT,2018,,,,,,
NOVO MESTO,114.0,144.0,278.0,229.0,96.0,266.0,1127.0,OKT,2018,,,,,,
ODRANCI,7.0,6.0,9.0,15.0,9.0,22.0,68.0,OKT,2018,,,,,,
OPLOTNICA,12.0,17.0,21.0,16.0,9.0,43.0,118.0,OKT,2018,,,,,,
ORMOŽ,77.0,70.0,91.0,90.0,67.0,126.0,521.0,OKT,2018,,,,,,
OSILNICA,2.0,1.0,6.0,1.0,2.0,6.0,18.0,OKT,2018,,,,,,
PESNICA,35.0,30.0,55.0,46.0,25.0,51.0,242.0,OKT,2018,,,,,,
PIRAN,40.0,65.0,153.0,161.0,80.0,200.0,699.0,OKT,2018,,,,,,
PIVKA,14.0,11.0,36.0,37.0,21.0,89.0,208.0,OKT,2018,,,,,,
PODČETRTEK,16.0,24.0,25.0,21.0,15.0,43.0,144.0,OKT,2018,,,,,,
PODLEHNIK,7.0,8.0,11.0,12.0,12.0,17.0,67.0,OKT,2018,,,,,,
PODVELKA,10.0,9.0,13.0,20.0,11.0,24.0,87.0,OKT,2018,,,,,,
POLJČANE,21.0,20.0,35.0,20.0,21.0,37.0,154.0,OKT,2018,,,,,,
POLZELA,29.0,19.0,43.0,45.0,47.0,54.0,237.0,OKT,2018,,,,,,
POSTOJNA,54.0,61.0,119.0,96.0,73.0,167.0,570.0,OKT,2018,,,,,,
PREBOLD,18.0,21.0,37.0,29.0,31.0,56.0,192.0,OKT,2018,,,,,,
PREDDVOR,2.0,14.0,11.0,14.0,9.0,28.0,78.0,OKT,2018,,,,,,
PREVALJE,29.0,24.0,41.0,36.0,25.0,61.0,216.0,OKT,2018,,,,,,
PTUJ,90.0,132.0,222.0,142.0,94.0,182.0,862.0,OKT,2018,,,,,,
PUCONCI,39.0,38.0,56.0,59.0,34.0,83.0,309.0,OKT,2018,,,,,,
RAČE-FRAM,20.0,25.0,54.0,58.0,31.0,86.0,274.0,OKT,2018,,,,,,
RADEČE,17.0,26.0,32.0,27.0,18.0,45.0,165.0,OKT,2018,,,,,,
RADENCI,20.0,22.0,38.0,37.0,28.0,64.0,209.0,OKT,2018,,,,,,
RADLJE OB DRAVI,23.0,21.0,43.0,41.0,34.0,52.0,214.0,OKT,2018,,,,,,
RADOVLJICA,39.0,60.0,91.0,71.0,42.0,139.0,442.0,OKT,2018,,,,,,
RAVNE NA KOROŠKEM,50.0,55.0,81.0,59.0,44.0,72.0,361.0,OKT,2018,,,,,,
RAZKRIŽJE,5.0,7.0,5.0,10.0,7.0,15.0,49.0,OKT,2018,,,,,,
REČICA OB SAVINJI,16.0,13.0,15.0,14.0,10.0,22.0,90.0,OKT,2018,,,,,,
RENČE-VOGRSKO,8.0,15.0,22.0,15.0,12.0,40.0,112.0,OKT,2018,,,,,,
RIBNICA,56.0,49.0,63.0,44.0,22.0,45.0,279.0,OKT,2018,,,,,,
RIBNICA NA POHORJU,6.0,12.0,6.0,12.0,10.0,16.0,62.0,OKT,2018,,,,,,
ROGAŠKA SLATINA,49.0,55.0,83.0,92.0,78.0,138.0,495.0,OKT,2018,,,,,,
ROGAŠOVCI,31.0,22.0,37.0,28.0,29.0,44.0,191.0,OKT,2018,,,,,,
ROGATEC,23.0,17.0,36.0,19.0,26.0,46.0,167.0,OKT,2018,,,,,,
RUŠE,39.0,43.0,56.0,80.0,31.0,74.0,323.0,OKT,2018,,,,,,
SELNICA OB DRAVI,29.0,29.0,30.0,27.0,18.0,36.0,169.0,OKT,2018,,,,,,
SEMIČ,28.0,23.0,29.0,29.0,29.0,59.0,197.0,OKT,2018,,,,,,
SEVNICA,75.0,78.0,118.0,88.0,91.0,155.0,605.0,OKT,2018,,,,,,
SEŽANA,31.0,45.0,73.0,86.0,41.0,151.0,427.0,OKT,2018,,,,,,
SLOVENJ GRADEC,58.0,70.0,107.0,106.0,70.0,154.0,565.0,OKT,2018,,,,,,
SLOVENSKA BISTRICA,85.0,127.0,202.0,173.0,83.0,180.0,850.0,OKT,2018,,,,,,
SLOVENSKE KONJICE,81.0,81.0,134.0,140.0,89.0,210.0,735.0,OKT,2018,,,,,,
SODRAŽICA,4.0,5.0,9.0,7.0,11.0,16.0,52.0,OKT,2018,,,,,,
SOLČAVA,5.0,5.0,6.0,1.0,1.0,5.0,23.0,OKT,2018,,,,,,
SREDIŠČE OB DRAVI,9.0,8.0,14.0,10.0,5.0,29.0,75.0,OKT,2018,,,,,,
STARŠE,15.0,24.0,31.0,23.0,17.0,53.0,163.0,OKT,2018,,,,,,
STRAŽA,5.0,11.0,12.0,10.0,12.0,31.0,81.0,OKT,2018,,,,,,
SVETA ANA,11.0,9.0,9.0,7.0,6.0,16.0,58.0,OKT,2018,,,,,,
SVETA TROJICA V SLOVENSKIH GORICAH,5.0,5.0,7.0,10.0,7.0,13.0,47.0,OKT,2018,,,,,,
SVETI ANDRAŽ V SLOV. GORICAH,2.0,6.0,8.0,8.0,5.0,8.0,37.0,OKT,2018,,,,,,
SVETI JURIJ OB ŠČAVNICI,13.0,10.0,26.0,23.0,20.0,45.0,137.0,OKT,2018,,,,,,
SVETI JURIJ V SLOVENSKIH GORICAH,8.0,10.0,2.0,1.0,8.0,7.0,36.0,OKT,2018,,,,,,
SVETI TOMAŽ,9.0,7.0,15.0,20.0,9.0,16.0,76.0,OKT,2018,,,,,,
ŠALOVCI,13.0,9.0,14.0,14.0,7.0,16.0,73.0,OKT,2018,,,,,,
ŠEMPETER-VRTOJBA,8.0,15.0,42.0,43.0,12.0,56.0,176.0,OKT,2018,,,,,,
ŠENČUR,24.0,29.0,33.0,25.0,27.0,59.0,197.0,OKT,2018,,,,,,
ŠENTILJ,33.0,44.0,49.0,64.0,30.0,70.0,290.0,OKT,2018,,,,,,
ŠENTJERNEJ,36.0,31.0,43.0,35.0,13.0,63.0,221.0,OKT,2018,,,,,,
ŠENTJUR,91.0,89.0,156.0,133.0,99.0,180.0,748.0,OKT,2018,,,,,,
ŠENTRUPERT,5.0,5.0,10.0,9.0,13.0,16.0,58.0,OKT,2018,,,,,,
ŠKOCJAN,28.0,19.0,35.0,21.0,6.0,27.0,136.0,OKT,2018,,,,,,
ŠKOFJA LOKA,46.0,63.0,113.0,78.0,52.0,175.0,527.0,OKT,2018,,,,,,
ŠKOFLJICA,28.0,35.0,61.0,57.0,32.0,90.0,303.0,OKT,2018,,,,,,
ŠMARJE PRI JELŠAH,35.0,52.0,90.0,82.0,64.0,110.0,433.0,OKT,2018,,,,,,
ŠMARJEŠKE TOPLICE,5.0,6.0,16.0,10.0,5.0,31.0,73.0,OKT,2018,,,,,,
ŠMARTNO OB PAKI,10.0,14.0,17.0,16.0,10.0,19.0,86.0,OKT,2018,,,,,,
ŠMARTNO PRI LITIJI,14.0,25.0,26.0,27.0,16.0,37.0,145.0,OKT,2018,,,,,,
ŠOŠTANJ,36.0,31.0,76.0,48.0,34.0,68.0,293.0,OKT,2018,,,,,,
ŠTORE,9.0,23.0,19.0,41.0,18.0,32.0,142.0,OKT,2018,,,,,,
TABOR,4.0,10.0,7.0,12.0,11.0,23.0,67.0,OKT,2018,,,,,,
TIŠINA,40.0,22.0,27.0,47.0,34.0,64.0,234.0,OKT,2018,,,,,,
TOLMIN,20.0,42.0,34.0,40.0,34.0,101.0,271.0,OKT,2018,,,,,,
TRBOVLJE,86.0,101.0,210.0,150.0,112.0,222.0,881.0,OKT,2018,,,,,,
TREBNJE,44.0,62.0,87.0,74.0,24.0,104.0,395.0,OKT,2018,,,,,,
TRNOVSKA VAS,2.0,7.0,4.0,5.0,2.0,9.0,29.0,OKT,2018,,,,,,
TRZIN,13.0,16.0,19.0,20.0,11.0,32.0,111.0,OKT,2018,,,,,,
TRŽIČ,42.0,49.0,81.0,69.0,50.0,157.0,448.0,OKT,2018,,,,,,
TURNIŠČE,22.0,13.0,30.0,21.0,32.0,50.0,168.0,OKT,2018,,,,,,
VELENJE,150.0,172.0,368.0,236.0,117.0,367.0,1410.0,OKT,2018,,,,,,
VELIKA POLANA,6.0,7.0,3.0,17.0,10.0,20.0,63.0,OKT,2018,,,,,,
VELIKE LAŠČE,6.0,19.0,22.0,17.0,12.0,36.0,112.0,OKT,2018,,,,,,
VERŽEJ,1.0,6.0,4.0,4.0,5.0,11.0,31.0,OKT,2018,,,,,,
VIDEM,27.0,26.0,22.0,26.0,21.0,49.0,171.0,OKT,2018,,,,,,
VIPAVA,12.0,20.0,43.0,28.0,14.0,41.0,158.0,OKT,2018,,,,,,
VITANJE,8.0,11.0,13.0,11.0,9.0,25.0,77.0,OKT,2018,,,,,,
VODICE,11.0,17.0,26.0,17.0,9.0,39.0,119.0,OKT,2018,,,,,,
VOJNIK,29.0,46.0,57.0,50.0,40.0,63.0,285.0,OKT,2018,,,,,,
VRANSKO,14.0,10.0,8.0,18.0,14.0,19.0,83.0,OKT,2018,,,,,,
VRHNIKA,46.0,69.0,114.0,104.0,67.0,168.0,568.0,OKT,2018,,,,,,
VUZENICA,4.0,8.0,19.0,19.0,8.0,26.0,84.0,OKT,2018,,,,,,
ZAGORJE OB SAVI,67.0,80.0,131.0,98.0,66.0,146.0,588.0,OKT,2018,,,,,,
ZAVRČ,7.0,5.0,2.0,11.0,5.0,11.0,41.0,OKT,2018,,,,,,
ZREČE,33.0,41.0,43.0,44.0,35.0,99.0,295.0,OKT,2018,,,,,,
ŽALEC,85.0,105.0,186.0,182.0,126.0,278.0,962.0,OKT,2018,,,,,,
ŽELEZNIKI,13.0,16.0,13.0,13.0,8.0,39.0,102.0,OKT,2018,,,,,,
ŽETALE,5.0,8.0,5.0,8.0,1.0,10.0,37.0,OKT,2018,,,,,,
ŽIRI,3.0,8.0,20.0,10.0,7.0,32.0,80.0,OKT,2018,,,,,,
ŽIROVNICA,9.0,11.0,11.0,12.0,3.0,23.0,69.0,OKT,2018,,,,,,
ŽUŽEMBERK,13.0,9.0,10.0,21.0,23.0,31.0,107.0,OKT,2018,,,,,,
Občina izven RS,43.0,76.0,122.0,68.0,26.0,59.0,394.0,OKT,2018,,,,,,
,,,,,,,,OKT,2018,,,,,,
,,,,,,,76232.0,OKT,2018,,,,,,
AJDOVŠČINA,47.0,73.0,126.0,110.0,88.0,161.0,605.0,NOV,2018,,,,,,
ANKARAN,3.0,17.0,18.0,20.0,11.0,40.0,109.0,NOV,2018,,,,,,
APAČE,12.0,9.0,31.0,30.0,25.0,49.0,156.0,NOV,2018,,,,,,
BELTINCI,49.0,49.0,56.0,59.0,69.0,119.0,401.0,NOV,2018,,,,,,
BENEDIKT,11.0,8.0,10.0,9.0,3.0,16.0,57.0,NOV,2018,,,,,,
BISTRICA OB SOTLI,7.0,5.0,18.0,13.0,5.0,8.0,56.0,NOV,2018,,,,,,
BLED,15.0,36.0,38.0,34.0,27.0,58.0,208.0,NOV,2018,,,,,,
BLOKE,6.0,12.0,5.0,5.0,4.0,14.0,46.0,NOV,2018,,,,,,
BOHINJ,13.0,10.0,22.0,15.0,15.0,29.0,104.0,NOV,2018,,,,,,
BOROVNICA,9.0,19.0,35.0,28.0,17.0,49.0,157.0,NOV,2018,,,,,,
BOVEC,4.0,8.0,11.0,12.0,11.0,27.0,73.0,NOV,2018,,,,,,
BRASLOVČE,15.0,15.0,34.0,23.0,19.0,55.0,161.0,NOV,2018,,,,,,
BRDA,2.0,24.0,34.0,20.0,6.0,35.0,121.0,NOV,2018,,,,,,
BREZOVICA,29.0,48.0,80.0,90.0,57.0,82.0,386.0,NOV,2018,,,,,,
BREŽICE,98.0,115.0,184.0,203.0,148.0,317.0,1065.0,NOV,2018,,,,,,
CANKOVA,15.0,9.0,11.0,25.0,18.0,32.0,110.0,NOV,2018,,,,,,
CELJE,163.0,252.0,531.0,476.0,276.0,573.0,2271.0,NOV,2018,,,,,,
CERKLJE NA GORENJSKEM,17.0,16.0,34.0,18.0,15.0,38.0,138.0,NOV,2018,,,,,,
CERKNICA,24.0,43.0,63.0,50.0,34.0,116.0,330.0,NOV,2018,,,,,,
CERKNO,12.0,14.0,17.0,16.0,3.0,16.0,78.0,NOV,2018,,,,,,
CERKVENJAK,14.0,3.0,6.0,8.0,8.0,13.0,52.0,NOV,2018,,,,,,
CIRKULANE,6.0,5.0,13.0,13.0,14.0,30.0,81.0,NOV,2018,,,,,,
ČRENŠOVCI,42.0,37.0,50.0,33.0,35.0,78.0,275.0,NOV,2018,,,,,,
ČRNA NA KOROŠKEM,13.0,7.0,20.0,18.0,14.0,16.0,88.0,NOV,2018,,,,,,
ČRNOMELJ,86.0,66.0,149.0,139.0,83.0,244.0,767.0,NOV,2018,,,,,,
DESTRNIK,9.0,14.0,8.0,14.0,7.0,18.0,70.0,NOV,2018,,,,,,
DIVAČA,12.0,14.0,28.0,18.0,23.0,38.0,133.0,NOV,2018,,,,,,
DOBJE,4.0,4.0,9.0,3.0,4.0,4.0,28.0,NOV,2018,,,,,,
DOBREPOLJE,11.0,12.0,31.0,20.0,18.0,31.0,123.0,NOV,2018,,,,,,
DOBRNA,5.0,7.0,11.0,11.0,13.0,17.0,64.0,NOV,2018,,,,,,
DOBROVA-POLHOV GRADEC,14.0,23.0,41.0,35.0,11.0,48.0,172.0,NOV,2018,,,,,,
DOBROVNIK,6.0,10.0,14.0,20.0,17.0,23.0,90.0,NOV,2018,,,,,,
DOL PRI LJUBLJANI,10.0,18.0,39.0,21.0,22.0,53.0,163.0,NOV,2018,,,,,,
DOLENJSKE TOPLICE,3.0,16.0,8.0,15.0,16.0,28.0,86.0,NOV,2018,,,,,,
DOMŽALE,69.0,117.0,229.0,221.0,141.0,263.0,1040.0,NOV,2018,,,,,,
DORNAVA,11.0,11.0,17.0,13.0,8.0,9.0,69.0,NOV,2018,,,,,,
DRAVOGRAD,38.0,25.0,53.0,52.0,32.0,76.0,276.0,NOV,2018,,,,,,
DUPLEK,42.0,29.0,43.0,42.0,23.0,78.0,257.0,NOV,2018,,,,,,
GORENJA VAS-POLJANE,25.0,15.0,13.0,13.0,14.0,36.0,116.0,NOV,2018,,,,,,
GORIŠNICA,14.0,17.0,28.0,17.0,16.0,30.0,122.0,NOV,2018,,,,,,
GORJE,6.0,9.0,18.0,7.0,5.0,17.0,62.0,NOV,2018,,,,,,
GORNJA RADGONA,41.0,30.0,72.0,65.0,65.0,132.0,405.0,NOV,2018,,,,,,
GORNJI GRAD,13.0,10.0,12.0,17.0,8.0,16.0,76.0,NOV,2018,,,,,,
GORNJI PETROVCI,6.0,7.0,11.0,14.0,10.0,30.0,78.0,NOV,2018,,,,,,
GRAD,10.0,4.0,8.0,10.0,15.0,25.0,72.0,NOV,2018,,,,,,
GROSUPLJE,82.0,78.0,175.0,148.0,61.0,165.0,709.0,NOV,2018,,,,,,
HAJDINA,14.0,13.0,17.0,13.0,6.0,23.0,86.0,NOV,2018,,,,,,
HOČE-SLIVNICA,63.0,50.0,92.0,80.0,54.0,131.0,470.0,NOV,2018,,,,,,
HODOŠ,3.0,1.0,1.0,1.0,3.0,7.0,16.0,NOV,2018,,,,,,
HORJUL,5.0,9.0,9.0,11.0,8.0,7.0,49.0,NOV,2018,,,,,,
HRASTNIK,50.0,44.0,96.0,95.0,52.0,107.0,444.0,NOV,2018,,,,,,
HRPELJE-KOZINA,11.0,11.0,34.0,19.0,16.0,45.0,136.0,NOV,2018,,,,,,
IDRIJA,23.0,31.0,55.0,43.0,24.0,65.0,241.0,NOV,2018,,,,,,
IG,21.0,23.0,35.0,41.0,23.0,51.0,194.0,NOV,2018,,,,,,
ILIRSKA BISTRICA,34.0,40.0,64.0,81.0,64.0,130.0,413.0,NOV,2018,,,,,,
IVANČNA GORICA,57.0,55.0,66.0,88.0,62.0,122.0,450.0,NOV,2018,,,,,,
IZOLA,40.0,57.0,126.0,109.0,69.0,188.0,589.0,NOV,2018,,,,,,
JESENICE,64.0,33.0,127.0,109.0,48.0,178.0,559.0,NOV,2018,,,,,,
JEZERSKO,2.0,2.0,2.0,2.0,1.0,1.0,10.0,NOV,2018,,,,,,
JURŠINCI,16.0,7.0,11.0,10.0,8.0,8.0,60.0,NOV,2018,,,,,,
KAMNIK,67.0,91.0,198.0,147.0,93.0,243.0,839.0,NOV,2018,,,,,,
KANAL,10.0,19.0,40.0,35.0,15.0,50.0,169.0,NOV,2018,,,,,,
KIDRIČEVO,21.0,26.0,37.0,38.0,24.0,40.0,186.0,NOV,2018,,,,,,
KOBARID,7.0,16.0,15.0,16.0,14.0,28.0,96.0,NOV,2018,,,,,,
KOBILJE,3.0,2.0,2.0,2.0,5.0,8.0,22.0,NOV,2018,,,,,,
KOČEVJE,149.0,146.0,252.0,207.0,122.0,224.0,1100.0,NOV,2018,,,,,,
KOMEN,8.0,10.0,20.0,18.0,13.0,26.0,95.0,NOV,2018,,,,,,
KOMENDA,13.0,20.0,29.0,28.0,17.0,30.0,137.0,NOV,2018,,,,,,
KOPER,134.0,163.0,417.0,375.0,211.0,553.0,1853.0,NOV,2018,,,,,,
KOSTANJEVICA NA KRKI,4.0,6.0,19.0,14.0,16.0,25.0,84.0,NOV,2018,,,,,,
KOSTEL,1.0,3.0,6.0,5.0,4.0,10.0,29.0,NOV,2018,,,,,,
KOZJE,11.0,10.0,23.0,25.0,22.0,40.0,131.0,NOV,2018,,,,,,
KRANJ,112.0,155.0,368.0,316.0,156.0,501.0,1608.0,NOV,2018,,,,,,
KRANJSKA GORA,13.0,14.0,10.0,21.0,17.0,47.0,122.0,NOV,2018,,,,,,
KRIŽEVCI,13.0,26.0,20.0,13.0,10.0,32.0,114.0,NOV,2018,,,,,,
KRŠKO,150.0,155.0,261.0,229.0,146.0,387.0,1328.0,NOV,2018,,,,,,
KUNGOTA,23.0,22.0,36.0,38.0,22.0,45.0,186.0,NOV,2018,,,,,,
KUZMA,12.0,7.0,11.0,14.0,8.0,17.0,69.0,NOV,2018,,,,,,
LAŠKO,39.0,56.0,107.0,82.0,70.0,148.0,502.0,NOV,2018,,,,,,
LENART,21.0,28.0,37.0,36.0,33.0,51.0,206.0,NOV,2018,,,,,,
LENDAVA,77.0,56.0,129.0,130.0,104.0,253.0,749.0,NOV,2018,,,,,,
LITIJA,39.0,35.0,102.0,97.0,53.0,114.0,440.0,NOV,2018,,,,,,
LJUBLJANA,713.0,1328.0,2955.0,2448.0,1305.0,3122.0,11871.0,NOV,2018,,,,,,
LJUBNO,13.0,12.0,18.0,19.0,11.0,23.0,96.0,NOV,2018,,,,,,
LJUTOMER,54.0,54.0,81.0,89.0,76.0,170.0,524.0,NOV,2018,,,,,,
LOG - DRAGOMER,7.0,15.0,19.0,25.0,9.0,33.0,108.0,NOV,2018,,,,,,
LOGATEC,42.0,38.0,70.0,73.0,48.0,91.0,362.0,NOV,2018,,,,,,
LOŠKA DOLINA,8.0,5.0,18.0,13.0,12.0,40.0,96.0,NOV,2018,,,,,,
LOŠKI POTOK,4.0,9.0,10.0,6.0,6.0,15.0,50.0,NOV,2018,,,,,,
LOVRENC NA POHORJU,12.0,12.0,30.0,16.0,14.0,25.0,109.0,NOV,2018,,,,,,
LUČE,11.0,6.0,15.0,7.0,8.0,13.0,60.0,NOV,2018,,,,,,
LUKOVICA,10.0,21.0,20.0,34.0,13.0,34.0,132.0,NOV,2018,,,,,,
MAJŠPERK,12.0,16.0,32.0,19.0,7.0,23.0,109.0,NOV,2018,,,,,,
MAKOLE,8.0,7.0,14.0,7.0,7.0,19.0,62.0,NOV,2018,,,,,,
MARIBOR,541.0,713.0,1331.0,1127.0,694.0,1438.0,5844.0,NOV,2018,,,,,,
MARKOVCI,18.0,22.0,19.0,22.0,19.0,15.0,115.0,NOV,2018,,,,,,
MEDVODE,38.0,76.0,121.0,84.0,53.0,154.0,526.0,NOV,2018,,,,,,
MENGEŠ,15.0,36.0,51.0,39.0,22.0,62.0,225.0,NOV,2018,,,,,,
METLIKA,80.0,50.0,81.0,75.0,49.0,101.0,436.0,NOV,2018,,,,,,
MEŽICA,11.0,7.0,20.0,15.0,15.0,24.0,92.0,NOV,2018,,,,,,
MIKLAVŽ NA DRAVSKEM POLJU,32.0,36.0,52.0,47.0,23.0,67.0,257.0,NOV,2018,,,,,,
MIREN-KOSTANJEVICA,5.0,15.0,25.0,14.0,10.0,30.0,99.0,NOV,2018,,,,,,
MIRNA,4.0,6.0,6.0,8.0,13.0,17.0,54.0,NOV,2018,,,,,,
MIRNA PEČ,6.0,4.0,11.0,11.0,5.0,20.0,57.0,NOV,2018,,,,,,
MISLINJA,12.0,11.0,25.0,19.0,4.0,22.0,93.0,NOV,2018,,,,,,
MOKRONOG-TREBELNO,4.0,7.0,7.0,12.0,9.0,28.0,67.0,NOV,2018,,,,,,
MORAVČE,17.0,10.0,22.0,22.0,13.0,27.0,111.0,NOV,2018,,,,,,
MORAVSKE TOPLICE,29.0,27.0,47.0,48.0,35.0,95.0,281.0,NOV,2018,,,,,,
MOZIRJE,17.0,20.0,35.0,23.0,13.0,33.0,141.0,NOV,2018,,,,,,
MURSKA SOBOTA,111.0,132.0,214.0,208.0,138.0,293.0,1096.0,NOV,2018,,,,,,
MUTA,9.0,14.0,21.0,22.0,20.0,28.0,114.0,NOV,2018,,,,,,
NAKLO,7.0,13.0,22.0,25.0,14.0,29.0,110.0,NOV,2018,,,,,,
NAZARJE,21.0,15.0,20.0,15.0,15.0,22.0,108.0,NOV,2018,,,,,,
NOVA GORICA,69.0,111.0,214.0,186.0,96.0,272.0,948.0,NOV,2018,,,,,,
NOVO MESTO,99.0,131.0,280.0,226.0,97.0,262.0,1095.0,NOV,2018,,,,,,
ODRANCI,8.0,6.0,10.0,16.0,10.0,22.0,72.0,NOV,2018,,,,,,
OPLOTNICA,12.0,19.0,20.0,15.0,9.0,41.0,116.0,NOV,2018,,,,,,
ORMOŽ,63.0,71.0,87.0,92.0,65.0,129.0,507.0,NOV,2018,,,,,,
OSILNICA,1.0,2.0,6.0,1.0,2.0,6.0,18.0,NOV,2018,,,,,,
PESNICA,40.0,30.0,62.0,52.0,27.0,52.0,263.0,NOV,2018,,,,,,
PIRAN,48.0,71.0,169.0,174.0,86.0,213.0,761.0,NOV,2018,,,,,,
PIVKA,18.0,13.0,39.0,36.0,21.0,87.0,214.0,NOV,2018,,,,,,
PODČETRTEK,16.0,26.0,24.0,22.0,12.0,44.0,144.0,NOV,2018,,,,,,
PODLEHNIK,7.0,7.0,12.0,12.0,13.0,17.0,68.0,NOV,2018,,,,,,
PODVELKA,10.0,7.0,13.0,18.0,14.0,24.0,86.0,NOV,2018,,,,,,
POLJČANE,20.0,19.0,35.0,24.0,20.0,33.0,151.0,NOV,2018,,,,,,
POLZELA,25.0,20.0,42.0,47.0,47.0,52.0,233.0,NOV,2018,,,,,,
POSTOJNA,52.0,63.0,122.0,96.0,77.0,164.0,574.0,NOV,2018,,,,,,
PREBOLD,11.0,15.0,40.0,26.0,32.0,52.0,176.0,NOV,2018,,,,,,
PREDDVOR,4.0,10.0,15.0,13.0,9.0,27.0,78.0,NOV,2018,,,,,,
PREVALJE,23.0,28.0,40.0,35.0,27.0,61.0,214.0,NOV,2018,,,,,,
PTUJ,96.0,124.0,218.0,146.0,99.0,187.0,870.0,NOV,2018,,,,,,
PUCONCI,38.0,42.0,54.0,60.0,36.0,81.0,311.0,NOV,2018,,,,,,
RAČE-FRAM,15.0,26.0,56.0,57.0,31.0,81.0,266.0,NOV,2018,,,,,,
RADEČE,15.0,26.0,32.0,31.0,18.0,47.0,169.0,NOV,2018,,,,,,
RADENCI,18.0,21.0,37.0,41.0,27.0,64.0,208.0,NOV,2018,,,,,,
RADLJE OB DRAVI,22.0,21.0,42.0,43.0,34.0,54.0,216.0,NOV,2018,,,,,,
RADOVLJICA,38.0,52.0,90.0,69.0,43.0,141.0,433.0,NOV,2018,,,,,,
RAVNE NA KOROŠKEM,49.0,49.0,84.0,59.0,44.0,73.0,358.0,NOV,2018,,,,,,
RAZKRIŽJE,4.0,6.0,5.0,10.0,6.0,16.0,47.0,NOV,2018,,,,,,
REČICA OB SAVINJI,13.0,11.0,19.0,11.0,11.0,24.0,89.0,NOV,2018,,,,,,
RENČE-VOGRSKO,8.0,13.0,21.0,16.0,11.0,41.0,110.0,NOV,2018,,,,,,
RIBNICA,56.0,48.0,55.0,46.0,21.0,45.0,271.0,NOV,2018,,,,,,
RIBNICA NA POHORJU,7.0,10.0,7.0,13.0,11.0,16.0,64.0,NOV,2018,,,,,,
ROGAŠKA SLATINA,44.0,53.0,82.0,103.0,80.0,134.0,496.0,NOV,2018,,,,,,
ROGAŠOVCI,29.0,20.0,36.0,31.0,32.0,46.0,194.0,NOV,2018,,,,,,
